order_date,category,item,price
2024.05.18 14:17,smoothie,Banana,5104
2025.02.19 22:41,tea,GreenTea,2867
2025.02.02 20:59,dessert,Cookie,7737
2025.12.28 21:51,dessert,Brownie,3459
2025.11.15 14:01,coffee,Latte,6949
2024.11.12 18:05,coffee,Americano,3422
2024.09.25 05:22,smoothie,Mango,7055
2024.07.16 02:41,tea,HerbalTea,4838
2025.03.13 16:27,coffee,Latte,5637
2025.01.28 20:16,smoothie,Mango,7664
2025.04.26 00:04,coffee,Cappuccino,7772
2024.11.20 09:55,tea,GreenTea,7248
2024.06.21 12:09,dessert,Cookie,7048
2025.08.05 08:47,smoothie,Strawberry,3764
2024.06.01 15:42,dessert,Cake,7573
2024.11.28 04:24,coffee,Latte,7902
2025.03.03 15:43,tea,GreenTea,6975
2025.01.18 23:36,smoothie,Banana,5682
2025.02.24 04:53,dessert,Cake,3496
2025.11.17 08:46,dessert,Cake,4217
2024.07.29 14:17,smoothie,Banana,8659
2024.10.16 20:36,tea,HerbalTea,8009
2024.04.27 06:36,coffee,Americano,8400
2024.09.20 11:41,smoothie,Mango,8991
2025.05.07 15:54,coffee,Latte,6504
2025.02.15 18:51,dessert,Cake,8594
2025.04.06 04:03,smoothie,Banana,7180
2025.12.05 18:30,tea,BlackTea,2853
2025.03.07 00:40,smoothie,Mango,6887
2025.10.11 23:38,tea,GreenTea,3818
2024.04.06 12:06,tea,HerbalTea,4747
2025.03.30 02:21,tea,BlackTea,4019
2024.09.15 21:32,coffee,Americano,4049
2024.08.07 12:49,smoothie,Mango,4746
2025.08.14 12:32,dessert,Brownie,8940
2025.03.16 00:54,smoothie,Banana,5989
2024.11.19 06:17,tea,BlackTea,7904
2025.04.29 04:16,tea,BlackTea,6316
2024.04.17 15:07,smoothie,Banana,7906
2025.10.28 04:51,dessert,Cookie,4532
2025.12.23 00:26,smoothie,Strawberry,3619
2024.05.18 20:05,coffee,Americano,6535
2025.10.07 07:14,tea,GreenTea,4768
2024.12.05 19:12,coffee,Americano,3552
2025.02.25 14:16,smoothie,Strawberry,8339
2025.05.21 04:04,tea,BlackTea,3050
2025.04.18 07:07,dessert,Cookie,6259
2025.03.05 08:22,coffee,Cappuccino,4135
2024.05.04 03:53,smoothie,Mango,7480
2025.02.23 07:23,dessert,Cake,2768
2024.05.01 03:49,coffee,Americano,5732
2024.04.15 02:05,coffee,Americano,2714
2024.10.04 09:10,smoothie,Banana,8396
2024.04.05 07:10,tea,BlackTea,4765
2025.03.14 03:22,smoothie,Banana,3042
2025.11.09 05:44,dessert,Cake,7456
2024.08.20 10:00,coffee,Latte,7661
2025.11.05 10:42,coffee,Americano,5076
2024.05.18 17:08,coffee,Cappuccino,6733
2024.05.27 03:42,smoothie,Mango,6866
2025.01.22 20:11,tea,GreenTea,5177
2024.06.03 06:31,smoothie,Strawberry,3678
2025.02.22 14:07,dessert,Brownie,6148
2024.07.10 11:28,dessert,Cookie,4161
2024.04.03 02:23,tea,HerbalTea,2980
2025.07.21 17:57,coffee,Americano,8743
2025.11.10 23:21,tea,BlackTea,4206
2024.10.07 02:55,coffee,Latte,5302
2025.06.05 04:51,tea,HerbalTea,5115
2025.05.17 04:36,coffee,Latte,6566
2025.08.02 18:32,coffee,Americano,8742
2024.04.13 00:57,coffee,Americano,6852
2025.10.08 07:09,smoothie,Banana,4439
2025.11.28 09:24,smoothie,Mango,6614
2025.04.11 14:25,tea,GreenTea,5235
2025.08.02 22:16,coffee,Americano,8461
2024.12.25 00:08,tea,GreenTea,8746
2025.05.04 23:50,dessert,Cookie,6330
2025.04.05 00:24,coffee,Cappuccino,4738
2025.11.30 12:45,tea,BlackTea,8202
2024.10.30 13:04,coffee,Latte,8332
2024.10.18 05:21,dessert,Cake,6758
2025.02.01 14:41,smoothie,Banana,8021
2025.05.02 23:36,coffee,Cappuccino,8046
2025.06.03 05:13,coffee,Cappuccino,7944
2025.08.02 00:23,coffee,Americano,4700
2025.05.12 20:04,tea,GreenTea,5858
2024.10.31 09:33,dessert,Brownie,6084
2024.12.08 02:07,smoothie,Banana,5007
2024.06.22 20:27,smoothie,Strawberry,3608
2025.11.17 20:20,coffee,Cappuccino,4476
2024.10.19 09:28,dessert,Cake,5854
2024.09.27 12:20,coffee,Latte,7232
2025.06.02 08:46,tea,GreenTea,8590
2025.03.17 07:24,dessert,Cake,8261
2024.09.27 15:02,smoothie,Mango,6142
2024.12.11 09:12,tea,HerbalTea,8674
2024.08.05 15:34,dessert,Cookie,6969
2024.10.14 23:53,smoothie,Strawberry,6100
2025.10.29 02:52,tea,BlackTea,4572
2024.07.31 23:36,coffee,Americano,6911
2025.05.05 20:56,smoothie,Mango,6148
2024.08.21 10:34,tea,GreenTea,2869
2024.07.13 18:12,dessert,Cookie,5510
2024.04.06 05:27,coffee,Cappuccino,7269
2025.04.12 14:39,coffee,Americano,4387
2024.06.03 04:53,tea,GreenTea,5334
2025.10.31 09:15,smoothie,Strawberry,3337
2025.01.13 14:13,tea,BlackTea,4497
2024.04.23 19:11,dessert,Cake,5641
2024.07.13 05:17,coffee,Latte,3582
2024.12.19 04:54,coffee,Latte,4478
2024.09.12 17:57,dessert,Cake,6966
2025.04.20 03:34,coffee,Americano,2989
2024.05.10 22:47,smoothie,Strawberry,4819
2025.09.28 22:05,dessert,Cake,7593
2024.04.06 04:19,tea,GreenTea,2671
2025.01.24 23:04,coffee,Cappuccino,8513
2024.04.05 15:38,dessert,Cake,3728
2024.10.30 05:34,coffee,Latte,2871
2024.11.03 01:04,smoothie,Banana,7557
2024.07.01 20:31,coffee,Latte,6673
2025.05.24 01:08,smoothie,Mango,7165
2024.11.07 23:32,tea,GreenTea,3809
2024.08.07 16:02,tea,BlackTea,5117
2024.07.23 16:54,smoothie,Strawberry,8651
2025.10.11 19:38,smoothie,Banana,7043
2025.05.15 12:36,tea,GreenTea,5419
2024.06.29 22:56,smoothie,Banana,5543
2025.09.06 10:38,dessert,Cake,4890
2024.09.21 15:53,smoothie,Banana,4074
2025.04.09 09:13,dessert,Brownie,4081
2024.05.06 14:44,tea,GreenTea,4374
2025.03.24 06:58,smoothie,Banana,8852
2025.02.12 14:47,tea,HerbalTea,2625
2025.08.29 03:32,coffee,Cappuccino,7183
2025.04.03 03:43,coffee,Cappuccino,4412
2025.01.02 15:48,coffee,Americano,7664
2024.08.28 23:10,smoothie,Mango,6301
2025.08.23 05:09,smoothie,Strawberry,4777
2025.05.16 08:42,tea,GreenTea,7633
2024.09.18 22:14,coffee,Latte,8402
2024.04.24 23:44,dessert,Cake,8258
2025.05.07 15:23,tea,BlackTea,4963
2024.06.11 08:13,coffee,Americano,2704
2024.09.17 14:57,smoothie,Banana,3268
2025.12.20 18:05,smoothie,Mango,8757
2024.07.12 19:39,dessert,Brownie,2677
2024.05.29 17:00,smoothie,Strawberry,8628
2024.05.17 20:05,smoothie,Mango,3801
2024.06.04 09:42,smoothie,Banana,6917
2024.08.03 11:05,coffee,Americano,3471
2024.10.28 02:23,coffee,Latte,2648
2025.08.06 09:49,smoothie,Strawberry,5908
2025.11.10 02:03,coffee,Cappuccino,2742
2024.10.04 13:43,coffee,Latte,2993
2024.06.15 12:50,tea,HerbalTea,4142
2025.10.16 13:28,dessert,Brownie,5775
2024.07.05 03:36,dessert,Brownie,3483
2024.04.26 11:18,dessert,Cake,2779
2025.08.14 14:46,coffee,Americano,7175
2025.12.17 09:10,coffee,Cappuccino,2593
2025.03.02 08:45,dessert,Cookie,2558
2025.07.04 09:40,dessert,Cake,8909
2025.04.10 18:50,tea,GreenTea,8147
2025.12.07 17:13,tea,HerbalTea,2693
2025.11.14 02:56,smoothie,Banana,5913
2025.06.10 00:54,tea,GreenTea,8207
2025.03.10 17:32,tea,BlackTea,4578
2024.08.21 08:31,dessert,Brownie,2508
2025.03.30 19:15,dessert,Cake,4039
2024.04.04 18:16,tea,HerbalTea,8003
2024.11.01 09:00,smoothie,Banana,5180
2024.06.19 09:58,dessert,Brownie,5904
2025.05.02 06:55,tea,BlackTea,4632
2025.10.23 13:58,dessert,Cake,7630
2024.10.14 08:41,smoothie,Banana,7261
2025.03.21 08:05,tea,GreenTea,4780
2025.08.20 01:02,coffee,Latte,4611
2024.05.01 18:18,smoothie,Strawberry,4685
2025.11.18 15:18,coffee,Latte,7754
2025.11.13 20:55,smoothie,Mango,6615
2025.10.13 07:29,coffee,Cappuccino,4632
2025.12.22 03:10,coffee,Americano,8708
2024.07.12 14:49,coffee,Americano,6351
2024.07.02 15:58,smoothie,Banana,4106
2024.12.06 11:51,smoothie,Mango,3121
2024.08.22 07:53,tea,BlackTea,7046
2025.02.19 02:59,coffee,Cappuccino,8173
2024.08.06 17:14,tea,BlackTea,8381
2025.12.15 00:56,dessert,Cake,5447
2025.09.07 18:14,dessert,Cake,5090
2024.08.16 14:35,smoothie,Mango,3444
2024.07.13 03:34,smoothie,Mango,4098
2024.04.19 18:15,smoothie,Banana,6981
2024.12.02 19:27,smoothie,Banana,5456
2025.12.14 03:59,tea,GreenTea,4917
2025.06.27 03:27,tea,HerbalTea,7633
2025.02.03 06:44,dessert,Cake,3357
2025.12.30 15:58,tea,BlackTea,3957
2024.07.18 09:55,smoothie,Mango,4533
2024.12.27 19:28,tea,HerbalTea,5608
2025.02.27 00:49,tea,GreenTea,7096
2024.07.25 04:16,tea,GreenTea,8388
2025.08.18 23:30,tea,BlackTea,5072
2025.09.02 03:46,tea,BlackTea,5477
2024.04.30 00:40,coffee,Latte,8961
2024.09.19 18:35,tea,HerbalTea,7256
2024.12.18 10:10,tea,BlackTea,7806
2024.08.14 15:27,tea,GreenTea,3037
2025.07.30 13:27,tea,GreenTea,6454
2025.02.04 07:18,dessert,Cake,2548
2025.05.25 14:42,coffee,Americano,8214
2024.06.09 09:42,tea,GreenTea,7100
2025.08.14 16:59,tea,BlackTea,3985
2025.03.09 06:46,dessert,Cookie,6281
2025.12.09 23:47,smoothie,Banana,8838
2025.01.22 22:21,tea,GreenTea,3109
2024.05.14 10:28,coffee,Cappuccino,6710
2025.09.08 14:59,coffee,Americano,7348
2025.05.30 17:16,smoothie,Mango,6444
2025.09.21 05:57,dessert,Brownie,8920
2025.12.07 23:23,coffee,Latte,4772
2025.12.07 16:15,tea,GreenTea,5024
2025.02.27 07:42,coffee,Cappuccino,5875
2025.09.06 11:44,coffee,Americano,5158
2025.08.31 11:13,smoothie,Banana,7665
2025.03.15 21:17,tea,GreenTea,7226
2024.09.14 08:19,dessert,Brownie,3401
2025.09.12 18:40,dessert,Brownie,2590
2025.07.24 23:06,tea,HerbalTea,8279
2025.06.09 00:26,smoothie,Strawberry,8887
2024.04.22 06:41,dessert,Cake,4750
2025.02.20 18:07,dessert,Cake,4814
2024.04.12 22:20,smoothie,Strawberry,7222
2025.03.03 20:39,coffee,Americano,5688
2024.07.16 07:07,coffee,Latte,4524
2025.08.02 02:08,coffee,Americano,3936
2025.05.28 23:12,tea,HerbalTea,5197
2025.03.21 04:10,dessert,Cookie,3170
2025.11.07 16:03,dessert,Cookie,3367
2025.11.23 16:41,smoothie,Strawberry,6081
2025.07.27 09:45,coffee,Latte,5611
2025.04.03 11:55,coffee,Cappuccino,4540
2025.09.18 07:37,smoothie,Banana,2939
2025.03.21 17:57,coffee,Americano,4868
2025.02.02 07:28,smoothie,Banana,6545
2024.08.17 12:32,tea,BlackTea,4538
2025.10.30 02:47,dessert,Cake,3934
2025.02.21 14:13,tea,HerbalTea,4668
2024.10.03 22:08,tea,GreenTea,4487
2024.05.19 22:40,smoothie,Mango,4795
2025.09.30 23:25,tea,BlackTea,7616
2024.05.14 07:12,coffee,Latte,7296
2024.07.05 16:04,tea,GreenTea,4652
2024.12.08 20:51,tea,BlackTea,5279
2024.07.06 07:49,tea,BlackTea,4055
2025.07.24 13:38,dessert,Cookie,4424
2025.06.04 00:56,coffee,Americano,4746
2025.11.07 15:41,coffee,Americano,4773
2025.10.23 05:02,dessert,Cake,8955
2025.09.14 07:07,tea,BlackTea,5813
2025.11.17 20:33,coffee,Americano,3451
2025.03.28 09:25,smoothie,Strawberry,7043
2024.07.15 03:50,smoothie,Mango,2612
2025.08.06 10:18,smoothie,Banana,7393
2025.02.08 05:24,tea,GreenTea,5874
2025.07.18 09:11,coffee,Latte,3421
2024.10.10 10:19,dessert,Cake,8841
2024.09.01 12:26,tea,GreenTea,3162
2025.05.04 04:29,smoothie,Strawberry,4975
2024.11.21 20:23,smoothie,Banana,6064
2025.06.02 17:23,tea,GreenTea,8340
2024.07.17 22:58,coffee,Latte,5698
2024.04.05 19:40,dessert,Brownie,5192
2024.07.23 18:50,smoothie,Strawberry,4662
2024.09.09 16:45,dessert,Cookie,7047
2025.10.09 17:22,smoothie,Banana,6900
2025.04.11 22:51,dessert,Brownie,4204
2024.07.28 15:27,smoothie,Banana,7521
2024.05.11 20:54,coffee,Americano,6422
2025.07.12 05:19,coffee,Latte,8308
2025.08.29 05:10,tea,GreenTea,6633
2025.08.27 07:27,smoothie,Mango,4716
2024.08.09 11:20,tea,HerbalTea,7264
2025.02.05 20:45,tea,HerbalTea,7588
2024.05.10 10:44,tea,GreenTea,6335
2025.10.28 01:37,tea,BlackTea,3632
2024.07.13 07:43,smoothie,Strawberry,7176
2025.07.02 08:40,dessert,Cookie,5591
2025.10.17 11:46,dessert,Cookie,7524
2025.09.05 06:05,tea,GreenTea,3223
2025.07.24 22:55,dessert,Brownie,3987
2025.12.17 19:28,coffee,Latte,8303
2025.02.25 21:04,coffee,Americano,5798
2024.12.22 09:16,coffee,Latte,7878
2024.06.26 11:15,smoothie,Strawberry,8256
2025.12.11 00:00,coffee,Americano,7251
2024.08.18 17:54,smoothie,Strawberry,4974
2025.07.08 13:57,coffee,Latte,8081
2025.06.02 19:16,tea,BlackTea,3999
2025.06.13 20:17,tea,BlackTea,6007
2024.04.13 21:20,tea,HerbalTea,8667
2025.07.02 00:18,coffee,Americano,6367
2024.10.29 22:05,smoothie,Strawberry,4301
2024.06.11 19:28,coffee,Cappuccino,7919
2024.10.18 00:50,dessert,Cookie,5822
2025.12.02 03:01,dessert,Cookie,5799
2024.05.17 04:22,tea,GreenTea,2745
2024.12.14 23:08,tea,GreenTea,6809
2024.07.17 00:11,coffee,Cappuccino,4229
2025.05.17 14:42,smoothie,Mango,3854
2024.05.19 12:55,smoothie,Mango,5670
2025.11.15 13:06,smoothie,Banana,3281
2024.08.22 19:35,smoothie,Strawberry,4072
2024.08.07 01:48,smoothie,Mango,8602
2024.09.07 11:40,tea,GreenTea,5864
2025.07.24 10:01,smoothie,Banana,3211
2024.10.14 05:47,coffee,Americano,8085
2024.10.21 18:25,smoothie,Mango,8957
2025.01.07 04:42,tea,HerbalTea,5358
2024.08.15 12:46,tea,HerbalTea,7836
2025.06.25 06:55,smoothie,Mango,4163
2025.03.20 17:05,tea,HerbalTea,4993
2025.10.06 14:18,dessert,Cookie,3173
2025.03.18 00:18,smoothie,Strawberry,5544
2025.02.28 20:48,smoothie,Banana,6737
2024.11.17 03:30,smoothie,Strawberry,5641
2025.12.11 18:38,smoothie,Banana,8599
2025.05.20 22:51,tea,HerbalTea,5422
2024.08.02 02:15,smoothie,Banana,4685
2024.05.09 06:47,coffee,Latte,8289
2024.08.30 03:17,dessert,Brownie,8526
2024.04.18 07:26,smoothie,Strawberry,2769
2025.11.25 02:42,coffee,Latte,4354
2025.10.22 16:52,smoothie,Mango,4639
2025.11.26 10:18,dessert,Cake,7554
2025.06.16 02:37,smoothie,Strawberry,6359
2024.04.12 19:31,dessert,Cookie,7574
2024.06.22 01:45,dessert,Cookie,6980
2025.07.25 19:01,smoothie,Banana,4205
2024.06.10 03:03,coffee,Latte,3161
2025.10.06 11:03,smoothie,Strawberry,5565
2025.01.17 18:25,coffee,Americano,2966
2024.09.13 04:28,coffee,Cappuccino,4428
2025.11.20 13:13,tea,HerbalTea,3377
2025.08.27 15:38,dessert,Cookie,6606
2024.12.29 01:09,tea,HerbalTea,6012
2024.06.11 03:09,coffee,Cappuccino,2664
2025.10.01 05:31,coffee,Americano,4338
2025.11.16 20:20,tea,GreenTea,8988
2025.04.07 07:04,coffee,Cappuccino,6592
2025.06.18 03:15,coffee,Cappuccino,3922
2025.07.19 08:40,coffee,Americano,8218
2024.09.11 17:11,tea,GreenTea,3189
2025.10.11 19:52,tea,HerbalTea,7989
2025.03.21 15:22,coffee,Cappuccino,2828
2025.02.14 20:44,smoothie,Strawberry,2718
2025.03.11 14:39,tea,BlackTea,8941
2024.12.16 16:17,coffee,Cappuccino,7069
2024.09.26 20:01,tea,BlackTea,5481
2024.08.16 15:44,smoothie,Mango,5094
2024.11.27 14:09,coffee,Cappuccino,6906
2025.09.18 14:36,smoothie,Mango,7125
2025.10.01 10:35,smoothie,Banana,7107
2025.03.19 00:23,coffee,Cappuccino,8541
2025.12.19 12:08,dessert,Cake,3036
2024.06.25 06:31,tea,BlackTea,5187
2025.11.29 06:47,smoothie,Mango,4619
2024.07.24 21:01,tea,BlackTea,7661
2024.07.07 09:49,smoothie,Strawberry,6622
2024.06.04 03:14,smoothie,Banana,3136
2025.08.12 23:05,coffee,Cappuccino,8995
2024.07.13 18:06,tea,HerbalTea,5461
2025.07.22 23:02,smoothie,Banana,6380
2024.05.16 13:27,coffee,Americano,7879
2025.11.23 06:09,smoothie,Mango,2847
2025.01.10 00:16,smoothie,Banana,8584
2024.08.23 08:56,smoothie,Mango,8952
2024.12.07 16:19,tea,HerbalTea,6570
2025.09.11 14:28,smoothie,Banana,7568
2024.07.12 19:56,smoothie,Mango,5450
2024.10.10 10:29,smoothie,Mango,5214
2024.10.13 08:12,coffee,Latte,8978
2024.06.25 20:50,dessert,Cake,5216
2024.05.07 13:31,dessert,Cookie,7787
2025.09.09 08:24,coffee,Cappuccino,8208
2025.03.07 19:49,tea,BlackTea,3573
2024.09.03 03:23,coffee,Latte,3455
2025.04.10 06:33,smoothie,Banana,3903
2025.10.05 10:06,dessert,Brownie,7411
2025.11.25 04:29,smoothie,Strawberry,8545
2025.09.26 12:08,coffee,Cappuccino,3254
2024.09.02 10:19,tea,BlackTea,5169
2025.03.09 06:50,coffee,Latte,3359
2025.04.20 03:28,smoothie,Mango,2883
2024.06.12 22:37,coffee,Americano,2547
2025.12.09 03:03,dessert,Cake,3202
2025.09.06 21:56,smoothie,Banana,8148
2024.11.26 06:38,coffee,Cappuccino,8634
2024.11.10 15:15,dessert,Cookie,4795
2024.10.11 22:08,dessert,Cookie,8453
2024.11.23 00:34,tea,BlackTea,3148
2025.08.08 13:27,dessert,Cookie,4160
2025.07.22 12:55,smoothie,Mango,6577
2024.05.06 06:07,dessert,Cookie,7300
2024.05.06 21:20,coffee,Latte,3332
2025.11.14 02:01,smoothie,Mango,4297
2025.08.12 00:17,dessert,Brownie,8546
2025.05.05 06:45,smoothie,Mango,5382
2025.07.12 01:52,tea,GreenTea,8833
2024.12.29 23:29,dessert,Cookie,7417
2025.04.13 12:06,tea,HerbalTea,2537
2024.07.17 03:24,smoothie,Mango,8790
2025.10.26 23:17,coffee,Cappuccino,8882
2025.06.22 04:48,tea,GreenTea,8733
2024.06.03 21:49,smoothie,Banana,6133
2024.08.28 16:09,coffee,Latte,3125
2025.07.07 05:57,dessert,Cookie,7034
2025.07.06 12:53,dessert,Cookie,3329
2025.04.30 15:23,dessert,Cookie,5625
2025.06.06 16:29,smoothie,Strawberry,7321
2025.02.26 02:20,tea,BlackTea,7412
2024.05.09 15:32,tea,GreenTea,5957
2025.07.20 20:12,coffee,Latte,7601
2024.09.06 07:52,tea,HerbalTea,2550
2024.07.13 04:28,smoothie,Mango,7767
2024.10.04 20:33,smoothie,Strawberry,6553
2025.08.27 08:53,dessert,Cookie,8050
2024.12.04 06:32,dessert,Cookie,3559
2025.06.20 15:18,smoothie,Banana,3174
2024.06.09 06:24,tea,GreenTea,6968
2025.06.05 18:34,smoothie,Banana,7639
2025.03.28 11:17,dessert,Cookie,3614
2025.01.07 06:18,coffee,Americano,6117
2025.09.19 20:59,coffee,Americano,4449
2025.01.07 03:43,coffee,Americano,7566
2025.04.28 04:42,coffee,Americano,8115
2025.04.15 18:31,tea,GreenTea,7361
2025.03.26 21:04,dessert,Brownie,6742
2024.05.27 17:01,tea,HerbalTea,2803
2024.12.19 17:01,dessert,Cookie,5523
2025.12.18 16:38,smoothie,Strawberry,4895
2025.11.28 10:20,tea,HerbalTea,3814
2024.06.18 08:32,coffee,Americano,5755
2024.07.28 23:45,coffee,Cappuccino,6108
2024.04.17 21:46,coffee,Latte,2979
2024.12.17 08:57,dessert,Brownie,6937
2025.12.30 05:35,smoothie,Banana,8381
2024.05.12 15:09,tea,HerbalTea,5698
2024.09.14 07:48,coffee,Latte,4756
2025.08.21 14:22,dessert,Cookie,5726
2024.08.02 16:06,coffee,Cappuccino,5491
2025.09.17 08:28,dessert,Cookie,4083
2025.04.28 16:41,coffee,Americano,3424
2024.07.26 23:17,coffee,Americano,4189
2024.12.10 14:31,tea,BlackTea,5001
2025.04.23 06:13,smoothie,Mango,6146
2024.11.28 12:04,smoothie,Mango,7755
2025.11.27 22:51,coffee,Americano,4739
2025.07.08 03:30,coffee,Americano,6592
2025.03.31 05:44,smoothie,Mango,8432
2024.04.10 18:49,tea,GreenTea,3256
2025.03.13 03:44,dessert,Cookie,6370
2024.04.17 04:52,smoothie,Mango,6694
