시군구명,생활및판매,공공문화,복지의료,업무오락체육,총가스사용량
영등포구,20,0,0,4,11265.0
영등포구,178,1,1,52,11322.9
영등포구,99,2,2,3,11939.0
영등포구,40,0,0,3,9548.7
동작구,60,0,0,1,10235.8
동작구,21,2,0,0,8611.8
동작구,176,2,1,3,10487.7
동작구,81,0,1,3,10363.6
동작구,2,0,0,0,10924.7
동작구,158,0,0,2,10801.1
동작구,44,0,0,0,12068.6
강동구,17,0,1,0,10502.1
강동구,51,0,6,25,11037.5
강동구,44,1,1,0,9882.8
강동구,90,0,1,0,10318.4
강동구,18,0,0,0,9308.8
강동구,171,1,2,28,11743.7
강북구,86,0,1,18,10962.5
강북구,42,0,0,18,10402.2
강북구,123,0,1,13,10386.2
강북구,53,1,0,3,9656.1
노원구,12,0,0,0,10140.5
노원구,14,0,0,15,10640.2
노원구,118,1,0,0,11460.3
노원구,2,0,0,0,10488.8
성북구,124,1,4,2,9809.6
성북구,18,0,0,0,8318.6
성북구,15,1,4,0,9724.2
성북구,11,0,0,0,10226.0
성북구,255,3,0,9,11195.1
성북구,57,0,0,0,9710.1
강남구,133,0,1,5,11633.0
강남구,195,1,1,2,10849.8
강남구,74,0,0,0,10271.3
강남구,66,0,0,1,10347.9
강남구,67,0,0,3,10632.8
강남구,128,4,3,6,11925.2
강남구,17,1,0,2,9770.6
강남구,76,1,1,2,10117.0
강남구,5,0,1,0,10311.6
강남구,191,1,2,1,10286.9
강남구,59,2,1,0,11751.8
강남구,19,0,1,2,11258.4
강남구,25,0,0,1,10938.7
강남구,7,0,0,1,11551.4
강남구,118,0,0,1,11697.2
강남구,23,0,1,8,11249.7
강남구,53,1,0,0,10279.4
강남구,15,1,1,1,11091.2
강남구,185,2,0,4,11989.3
강남구,94,1,0,10,12003.9
강남구,253,3,2,3,11592.9
강남구,30,0,0,0,9957.5
강남구,2,0,0,0,9063.5
강남구,8,0,1,0,10277.2
강남구,53,0,3,1,10572.6
강남구,40,1,0,0,11182.7
강남구,71,0,0,0,10307.0
강남구,110,0,1,15,11879.0
강남구,13,0,0,0,8762.9
강남구,10,0,0,0,9340.9
강남구,11,1,0,0,9302.0
강남구,8,1,0,0,8949.9
강남구,31,0,0,0,8880.4
강남구,13,1,0,1,9679.7
강남구,59,2,0,0,10064.0
강남구,28,1,1,0,10147.4
강남구,91,0,0,0,10648.7
강남구,100,2,2,4,10762.3
강남구,239,2,1,0,11071.5
강남구,436,3,5,3,11456.9
강남구,222,3,2,3,11986.4
강남구,50,0,2,0,10679.9
강남구,31,0,1,2,10452.8
강남구,38,0,0,1,9617.5
강남구,169,2,3,5,12006.4
강남구,12,0,1,19,10805.3
강남구,22,0,1,2,9438.7
강남구,82,3,2,0,11031.3
강남구,40,0,2,1,9489.5
강남구,16,1,1,0,9847.6
강남구,65,2,0,0,9353.4
강남구,19,0,1,2,9954.9
강남구,1,1,0,1,12774.9
강남구,78,0,0,6,11178.7
강남구,31,0,0,2,11184.9
광진구,1,0,0,0,10006.6
광진구,65,1,1,1,10307.0
광진구,217,0,0,1,11045.9
광진구,96,0,0,3,10411.7
광진구,75,1,2,2,10349.5
광진구,50,0,0,2,10141.8
동대문구,207,0,1,1,9686.5
동대문구,152,1,1,0,10400.7
동대문구,89,0,0,0,10219.6
동대문구,24,1,1,0,9412.1
동대문구,60,1,2,10,10987.8
동대문구,172,1,0,12,11324.8
동대문구,65,0,1,3,10256.2
동대문구,34,2,1,2,10364.5
동대문구,64,0,2,3,10711.6
은평구,110,0,1,14,10776.0
은평구,64,0,0,3,9055.3
은평구,152,1,1,5,10634.5
은평구,34,0,0,4,9791.9
중구,345,3,0,28,12455.0
중구,98,2,0,8,11271.9
중구,109,0,0,30,11474.5
중구,44,0,0,3,11252.1
중구,24,2,0,2,11857.9
중구,17,1,0,1,10965.6
중구,131,0,1,1,10052.2
중구,72,0,0,3,11040.3
중구,23,0,1,0,8736.2
중구,310,2,3,11,11883.8
중구,189,2,0,5,11292.3
중구,293,0,0,5,10623.6
중구,39,0,0,1,9585.5
중구,189,4,2,1,11070.5
중구,423,0,2,21,11481.6
중구,527,0,0,2,11342.6
중구,41,1,0,3,12469.8
중구,179,0,0,22,11388.7
중구,12,1,0,2,12347.5
성동구,27,0,1,3,10292.5
성동구,62,0,0,0,10234.7
성동구,38,0,0,0,9393.6
성동구,27,1,0,14,9844.1
구로구,3,0,1,0,9779.6
구로구,6,0,0,0,8968.3
구로구,17,0,0,7,9190.5
구로구,34,0,3,0,10599.1
구로구,38,1,2,0,9975.4
구로구,28,0,0,0,9316.2
구로구,16,0,0,0,7976.0
구로구,2,0,0,1,4890.6
구로구,23,0,0,4,9821.7
구로구,18,0,0,0,8038.6
서초구,101,1,1,7,11056.4
서초구,13,0,0,0,9877.4
서초구,32,1,0,0,9908.8
서초구,59,0,2,2,10349.6
서초구,0,0,0,0,0.0
서초구,4,0,1,0,9647.5
서초구,10,0,0,0,10879.5
서초구,8,0,0,2,11592.1
서초구,41,2,0,0,11847.5
서초구,35,1,0,1,10043.7
서초구,1,0,0,0,0.0
서초구,6,0,0,2,11274.9
서초구,5,0,0,0,6904.1
서초구,18,1,0,1,8291.0
서초구,24,0,0,0,10006.9
서초구,27,0,0,1,10856.1
서초구,10,0,1,0,9822.8
서초구,43,0,0,0,10203.1
서초구,0,0,0,0,0.0
서초구,0,0,0,0,11902.3
서초구,45,0,0,1,10311.5
서초구,34,0,1,2,10944.2
서초구,119,0,3,1,10581.6
서초구,73,1,1,0,9074.6
종로구,188,1,0,8,12272.5
종로구,125,0,0,3,11187.9
종로구,99,0,0,4,11957.7
종로구,82,0,1,0,7757.3
종로구,3,0,0,0,0.0
종로구,74,0,0,2,10459.4
종로구,70,6,1,0,9954.8
종로구,23,0,0,0,8956.1
종로구,14,4,1,0,9693.8
종로구,4,0,0,0,7487.5
종로구,0,1,0,0,10452.0
종로구,2,0,0,0,0.0
종로구,0,1,0,0,9427.7
종로구,75,3,0,4,12281.1
종로구,17,0,1,1,11547.2
종로구,30,0,0,0,10024.4
종로구,4,0,0,0,9708.9
종로구,57,0,1,10,10141.8
종로구,267,3,0,16,12074.1
종로구,2,0,0,0,9624.2
종로구,35,1,0,3,12011.1
종로구,163,0,1,7,10345.9
종로구,246,1,0,14,9956.0
종로구,93,0,0,0,3955.1
종로구,69,0,0,1,10136.8
종로구,411,0,1,15,11002.5
용산구,57,0,1,0,8707.9
용산구,12,0,0,0,9284.8
용산구,13,0,1,0,8716.2
용산구,0,0,0,0,0.0
용산구,2,1,0,0,12080.2
용산구,31,0,0,0,9296.8
용산구,0,0,0,1,11437.3
용산구,1,0,0,0,0.0
용산구,8,0,0,0,6874.7
용산구,6,0,0,1,11123.0
마포구,2,0,0,0,8303.4
마포구,2,1,0,0,8632.1
마포구,68,0,1,0,10609.2
마포구,2,0,0,0,5409.7
마포구,32,1,1,0,9949.5
마포구,28,1,1,10,9198.0
마포구,88,0,0,0,10072.2
마포구,62,0,0,0,9943.8
마포구,33,0,0,0,8860.2
마포구,567,2,2,2,12066.9
양천구,17,0,0,0,8525.9
양천구,3,0,2,0,10365.3
양천구,2,0,0,0,5628.5
양천구,0,0,0,0,0.0
양천구,1,0,1,0,8995.8
관악구,46,0,2,0,9438.5
관악구,18,0,0,0,8688.1
관악구,2,0,0,0,3707.4
관악구,50,2,2,1,10602.8
관악구,21,0,0,0,8777.3
관악구,17,0,0,0,8151.6
관악구,10,1,0,0,8701.1
관악구,31,1,2,1,9899.1
관악구,27,1,3,8,10483.0
송파구,6,0,0,0,7700.2
송파구,11,1,0,0,10704.4
송파구,10,0,0,0,7652.6
송파구,8,0,1,0,8263.1
송파구,57,0,1,0,9797.4
송파구,57,1,2,0,9594.2
송파구,0,0,0,0,11697.2
송파구,0,0,0,0,0.0
송파구,3,0,0,0,0.0
금천구,0,0,0,0,0.0
금천구,18,0,0,2,10886.7
금천구,43,0,2,2,9446.9
금천구,58,0,1,0,9526.1
금천구,2,0,0,0,5135.8
금천구,21,0,1,0,11642.9
영등포구,0,0,0,0,0.0
영등포구,0,0,0,0,10902.2
영등포구,0,0,0,0,8644.2
영등포구,12,0,0,1,9104.1
영등포구,43,0,0,0,9062.9
영등포구,8,2,1,0,11405.7
영등포구,9,0,0,0,11871.9
영등포구,45,1,0,1,8406.1
영등포구,86,0,0,29,11043.7
영등포구,52,0,1,0,9001.2
영등포구,20,0,0,0,8743.3
영등포구,106,1,1,1,11266.0
영등포구,4,0,0,0,9132.4
동작구,16,0,1,0,8412.6
동작구,9,0,0,0,8530.3
동작구,26,1,1,0,9951.8
동작구,13,0,0,4,10031.0
동작구,115,1,1,0,10214.2
동작구,41,1,2,0,10266.5
동작구,79,0,2,3,10014.1
강동구,0,1,0,0,9147.1
강동구,49,1,6,0,10318.8
강동구,0,0,0,0,0.0
강동구,23,2,2,0,9923.7
강동구,15,0,0,0,8652.7
강동구,74,1,2,4,11380.8
강북구,71,0,0,1,9774.9
강북구,14,0,1,0,8506.3
강북구,39,0,0,0,8854.9
강북구,28,0,2,1,8928.9
노원구,0,0,0,0,8165.7
노원구,5,0,0,0,7163.8
노원구,9,0,2,0,10137.5
노원구,0,0,0,0,6970.3
성북구,13,0,0,0,10193.0
성북구,1,1,0,0,7984.7
성북구,11,0,0,0,7892.0
성북구,3,0,0,0,9554.8
성북구,107,1,1,1,9944.7
성북구,16,0,0,0,7737.2
강남구,74,0,1,2,11889.2
강남구,107,1,3,0,10691.3
강남구,36,0,0,0,8314.5
강남구,49,1,0,0,9032.3
강남구,33,0,0,0,9625.3
강남구,157,2,2,0,10439.9
강남구,2,1,0,0,8258.3
강남구,5,0,1,0,5711.3
강남구,0,0,0,0,0.0
강남구,81,0,1,3,9572.8
강남구,33,1,2,0,10490.6
강남구,2,0,0,0,0.0
강남구,17,0,0,0,10373.6
강남구,9,0,1,0,8462.5
강남구,10,0,0,1,11144.2
강남구,61,2,1,0,10512.0
강남구,20,0,0,1,8359.5
강남구,4,0,1,0,9544.2
강남구,112,2,0,10,11855.5
강남구,94,2,0,2,11404.6
강남구,252,2,3,4,11236.6
강남구,26,0,0,0,9365.3
강남구,0,0,0,0,0.0
강남구,0,0,0,0,0.0
강남구,25,0,0,0,8522.7
강남구,44,1,1,0,9654.1
강남구,32,0,0,0,9503.5
강남구,60,1,2,5,10950.3
강남구,0,0,0,0,0.0
강남구,0,0,0,0,0.0
강남구,0,0,0,0,0.0
강남구,0,0,0,0,0.0
강남구,16,0,0,0,8141.2
강남구,0,0,0,0,0.0
강남구,33,0,1,0,9067.7
강남구,17,0,0,1,9645.9
강남구,1,0,0,0,7639.7
강남구,45,0,0,0,7893.2
강남구,162,1,0,0,11393.2
강남구,319,2,5,2,11471.2
강남구,185,2,4,0,11131.1
강남구,37,2,0,0,9571.4
강남구,32,0,2,0,9562.8
강남구,10,0,0,0,7916.0
강남구,162,1,1,1,11034.9
강남구,25,0,0,0,9688.3
강남구,19,0,0,0,9102.4
강남구,79,1,0,0,9971.0
강남구,7,0,0,0,7262.7
강남구,13,1,0,0,7478.6
강남구,36,1,1,0,9775.5
강남구,3,0,0,0,8592.7
강남구,14,1,0,1,12420.3
강남구,42,1,0,1,10857.4
강남구,72,0,1,0,10915.8
광진구,0,0,0,0,0.0
광진구,10,0,0,0,9163.1
광진구,11,0,2,0,11644.0
광진구,1,0,0,0,5536.1
광진구,6,0,2,0,6520.1
광진구,46,0,0,0,9257.9
동대문구,64,0,1,0,8581.7
동대문구,54,0,0,0,9472.7
동대문구,22,0,0,5,9452.7
동대문구,28,0,0,0,9488.9
동대문구,30,0,0,0,10571.9
동대문구,81,2,3,0,9873.4
동대문구,44,1,0,0,8096.6
동대문구,2,0,0,0,9060.5
동대문구,14,0,1,0,9687.2
은평구,33,0,1,0,8689.1
은평구,9,0,1,0,7298.6
은평구,36,0,1,2,9081.9
은평구,8,0,1,0,7631.9
중구,199,4,2,17,11989.2
중구,11,0,2,0,8862.8
중구,70,2,2,4,10947.8
중구,34,1,0,5,11944.0
중구,449,0,0,2,10975.3
중구,13,0,0,0,10838.0
중구,31,2,0,0,9329.7
중구,68,1,1,0,9398.5
중구,0,0,0,0,0.0
중구,288,1,1,11,10734.7
중구,242,1,1,8,11235.8
중구,173,0,0,11,10449.2
중구,3,0,0,0,8411.0
중구,20,1,1,0,7565.3
중구,195,4,2,3,11349.9
중구,81,1,1,2,9258.7
중구,37,1,0,4,9757.4
중구,108,0,0,2,10254.0
중구,106,0,0,5,11483.7
성동구,2,0,0,0,4396.9
성동구,11,0,0,0,7469.0
성동구,21,0,0,0,8946.3
성동구,21,0,0,0,9281.7
구로구,3,0,1,0,9533.8
구로구,6,0,0,0,9138.9
구로구,18,0,0,7,9205.2
구로구,34,0,3,0,10717.5
구로구,38,1,2,0,9756.2
구로구,28,0,0,0,8898.1
구로구,16,0,0,0,7863.0
구로구,2,0,0,1,4738.9
구로구,23,0,0,4,9651.1
구로구,18,0,0,0,8107.8
서초구,101,1,1,7,11198.6
서초구,13,0,0,0,9978.1
서초구,32,1,0,0,9983.2
서초구,59,0,2,2,10321.9
서초구,0,0,0,0,0.0
서초구,4,0,1,0,9886.3
서초구,10,0,0,0,10504.4
서초구,8,0,0,2,11659.1
서초구,41,2,0,0,11797.8
서초구,35,1,0,1,10143.1
서초구,1,0,0,0,0.0
서초구,6,0,0,2,11267.7
서초구,5,0,0,0,7021.7
서초구,18,1,0,1,8596.9
서초구,24,0,0,0,9835.2
서초구,27,0,0,1,10907.8
서초구,10,0,1,0,9555.5
서초구,43,0,0,0,10203.3
서초구,0,0,0,0,0.0
서초구,0,0,0,0,11890.0
서초구,45,0,0,1,10253.2
서초구,34,0,1,2,10819.2
서초구,119,0,3,1,10746.7
서초구,73,1,1,0,8718.9
종로구,188,1,0,8,12036.7
종로구,126,0,0,3,11049.9
종로구,99,0,0,4,11754.9
종로구,82,0,1,0,7907.1
종로구,3,0,0,0,0.0
종로구,74,0,0,2,10250.2
종로구,69,6,1,0,9692.6
종로구,23,0,0,0,8961.0
종로구,14,4,1,0,9507.6
종로구,4,0,0,0,7405.7
종로구,0,1,0,0,10260.0
종로구,2,0,0,0,0.0
종로구,0,1,0,0,9334.9
종로구,75,3,0,4,11793.0
종로구,17,0,1,1,11195.9
종로구,30,0,0,0,9652.6
종로구,4,0,0,0,9681.4
종로구,57,0,1,10,9942.1
종로구,268,3,0,16,11881.3
종로구,2,0,0,0,9341.1
종로구,35,1,0,3,11640.3
종로구,146,0,1,7,10246.6
종로구,246,1,0,14,9730.3
종로구,93,0,0,0,4198.5
종로구,69,0,0,1,10120.0
종로구,411,0,1,15,10667.2
용산구,57,0,1,0,8570.3
용산구,13,0,0,0,9075.7
용산구,13,0,1,0,8296.7
용산구,0,0,0,0,0.0
용산구,2,1,0,0,11871.9
용산구,31,0,0,0,9234.9
용산구,0,0,0,1,11477.7
용산구,1,0,0,0,0.0
용산구,8,0,0,0,6886.3
용산구,6,0,0,1,10868.3
마포구,2,0,0,0,8212.6
마포구,2,1,0,0,8423.5
마포구,69,0,1,0,10633.2
마포구,2,0,0,0,5340.5
마포구,32,1,1,0,10013.1
마포구,28,1,1,10,9157.1
마포구,88,0,0,0,9990.5
마포구,62,0,0,0,10025.2
마포구,33,0,0,0,9030.2
마포구,569,2,2,2,11816.1
양천구,17,0,0,0,8913.6
양천구,3,0,2,0,10248.6
양천구,2,0,0,0,5310.7
양천구,0,0,0,0,0.0
